Arrest,Beat,Block,Case Number,Community Area,Date,Description,District,Domestic,FBI Code,ID,Iucr,Latitude,Location Description,Location,Longitude,Number of Records,Primary Type,Updated On,Ward,X Coordinate,Y Coordinate,Year
False,511,101XX S PRINCETON AVE,HZ483816,49,2016-10-21 17:30:00,AGGRAVATED: OTHER DANG WEAPON,5,False,04B,10725192,430,41.709519445,SIDEWALK,"(41.709519445, -87.630770974)",-87.630770974,1,BATTERY,10-Feb-18 3:50:01 PM,9,1176082,1837523,2016
False,2433,018XX W DEVON AVE,HZ483788,2,2016-10-21 17:30:00,ARMED: HANDGUN,24,False,03,10725193,,41.997975526,PARKING LOT/GARAGE(NON.RESID.),"(41.997975526, -87.676031854)",-87.676031854,1,ROBBERY,10-Feb-18 3:50:01 PM,50,1162919,1942538,2016
False,832,067XX S MAPLEWOOD AVE,HZ483828,66,2016-10-21 14:53:00,UNLAWFUL ENTRY,8,False,05,10725194,620,41.771056346,RESIDENCE,"(41.771056346, -87.687085734)",-87.687085734,1,BURGLARY,10-Feb-18 3:50:01 PM,15,1160537,1859826,2016
True,913,034XX S LITUANICA AVE,HZ483890,60,2016-10-21 21:14:00,MANU/DELIVER:COCAINE,9,False,18,10725195,2012,41.83217616,RESIDENCE PORCH/HALLWAY,"(41.83217616, -87.64857059)",-87.64857059,1,NARCOTICS,10-Feb-18 3:50:01 PM,11,1170866,1882179,2016
False,421,078XX S KINGSTON AVE,HZ483533,43,2016-10-21 15:15:00,FORCIBLE ENTRY,4,False,05,10725196,610,41.753084824,APARTMENT,"(41.753084824, -87.562621255)",-87.562621255,1,BURGLARY,10-Feb-18 3:50:01 PM,7,1194548,1853557,2016
False,233,054XX S ELLIS AVE,HZ483686,41,2016-10-21 13:30:00,FORCIBLE ENTRY,2,False,05,10725197,610,41.797301044,APARTMENT,"(41.797301044, -87.601259017)",-87.601259017,1,BURGLARY,10-Feb-18 3:50:01 PM,5,1183868,1869577,2016
True,2422,016XX W JONQUIL TER,HZ483857,1,2016-10-21 20:02:00,CRIMINAL DEFACEMENT,24,False,14,10725199,1305,42.021177983,SIDEWALK,"(42.021177983, -87.672274669)",-87.672274669,1,CRIMINAL DAMAGE,10-Feb-18 3:50:01 PM,49,1163875,1951001,2016
False,424,088XX S HOUSTON AVE,HZ483831,46,2016-10-21 20:24:00,DOMESTIC BATTERY SIMPLE,4,True,08B,10725200,486,41.73476073,RESIDENTIAL YARD (FRONT/BACK),"(41.73476073, -87.54998413)",-87.54998413,1,BATTERY,10-Feb-18 3:50:01 PM,10,1198057,1846911,2016
False,224,048XX S MICHIGAN AVE,HZ483860,38,2016-10-21 20:30:00,OTHER OFFENSE,2,True,20,10725201,1780,41.806566299,ALLEY,"(41.806566299, -87.622764711)",-87.622764711,1,OFFENSE INVOLVING CHILDREN,10-Feb-18 3:50:01 PM,3,1177976,1872904,2016
True,931,048XX S PAULINA ST,HZ483814,61,2016-10-21 20:10:00,POSS: COCAINE,9,False,18,10725202,2022,41.805765782,SIDEWALK,"(41.805765782, -87.667326813)",-87.667326813,1,NARCOTICS,10-Feb-18 3:50:01 PM,20,1165829,1872515,2016
False,1914,046XX N MARINE DR,HZ483856,3,2016-10-21 20:30:00,AGG PRO.EMP: OTHER DANG WEAPON,19,False,04A,10725205,558,41.966409353,HOSPITAL BUILDING/GROUNDS,"(41.966409353, -87.648852157)",-87.648852157,1,ASSAULT,10-Feb-18 3:50:01 PM,46,1170399,1931093,2016
False,1422,035XX W LE MOYNE ST,HZ483844,23,2016-10-21 20:17:00,DOMESTIC BATTERY SIMPLE,14,True,08B,10725206,486,41.908188866,VEHICLE NON-COMMERCIAL,"(41.908188866, -87.715285145)",-87.715285145,1,BATTERY,10-Feb-18 3:50:01 PM,26,1152485,1909740,2016
False,1434,016XX N MILWAUKEE AVE,HZ483473,24,2016-10-21 16:00:00,SIMPLE,14,False,08A,10725207,560,41.911609558,SIDEWALK,"(41.911609558, -87.679365506)",-87.679365506,1,ASSAULT,10-Feb-18 3:50:01 PM,32,1162253,1911059,2016
False,1724,033XX W IRVING PARK RD,HZ483730,16,2016-10-21 18:30:00,SIMPLE,17,False,08B,10725210,460,41.95388599,SIDEWALK,"(41.95388599, -87.710770479)",-87.710770479,1,BATTERY,10-Feb-18 3:50:01 PM,33,1153593,1926401,2016
True,1834,007XX N MICHIGAN AVE,HZ483621,8,2016-10-21 16:00:00,TO LAND,18,False,26,10725211,1330,41.895140898,DEPARTMENT STORE,"(41.895140898, -87.624255632)",-87.624255632,1,CRIMINAL TRESPASS,10-Feb-18 3:50:01 PM,42,1177303,1905177,2016
False,214,039XX S DR MARTIN LUTHER KING JR DR,HZ483852,38,2016-10-21 16:29:00,SIMPLE,2,True,08A,10725212,560,41.822433294,SIDEWALK,"(41.822433294, -87.616957715)",-87.616957715,1,ASSAULT,10-Feb-18 3:50:01 PM,3,1179511,1878699,2016
False,631,080XX S EBERHART AVE,HZ483925,44,2016-10-21 19:00:00,OTHER OFFENSE,6,True,20,10725213,1780,41.748427219,RESIDENCE,"(41.748427219, -87.612427155)",-87.612427155,1,OFFENSE INVOLVING CHILDREN,10-Feb-18 3:50:01 PM,6,1180972,1851742,2016
True,1033,028XX S TROY ST,HZ483861,30,2016-10-21 19:45:00,ATTEMPT THEFT,10,False,06,10725215,850,41.840370304,STREET,"(41.840370304, -87.703684647)",-87.703684647,1,THEFT,10-Feb-18 3:50:01 PM,12,1155824,1885050,2016
False,231,051XX S INDIANA AVE,HZ483783,40,2016-10-21 19:25:00,AUTOMOBILE,2,False,07,10725216,910,41.8013907,STREET,"(41.8013907, -87.621010106)",-87.621010106,1,MOTOR VEHICLE THEFT,10-Feb-18 3:50:01 PM,3,1178470,1871022,2016
False,235,055XX S KIMBARK AVE,HZ482970,41,2016-10-21 07:00:00,$500 AND UNDER,2,False,06,10725217,820,41.794636912,OTHER,"(41.794636912, -87.594915739)",-87.594915739,1,THEFT,10-Feb-18 3:50:01 PM,5,1185606,1868621,2016
False,1124,033XX W MADISON ST,HZ483886,27,2016-10-21 20:30:00,AGGRAVATED: HANDGUN,11,True,04A,10725222,,41.88093572,STREET,"(41.88093572, -87.709180346)",-87.709180346,1,ASSAULT,10-Feb-18 3:50:01 PM,28,1154219,1899821,2016
False,831,066XX S WHIPPLE ST,HZ483897,66,2016-10-21 06:00:00,DOMESTIC BATTERY SIMPLE,8,True,08B,10725224,486,41.772801279,APARTMENT,"(41.772801279, -87.699319875)",-87.699319875,1,BATTERY,10-Feb-18 3:50:01 PM,15,1157195,1860437,2016
False,1624,062XX W IRVING PARK RD,HZ483927,15,2016-10-21 20:00:00,$500 AND UNDER,16,False,06,10725225,820,41.952976345,PARKING LOT/GARAGE(NON.RESID.),"(41.952976345, -87.781900588)",-87.781900588,1,THEFT,10-Feb-18 3:50:01 PM,38,1134247,1925937,2016
False,1215,013XX W FULTON ST,HZ483937,28,2016-10-21 20:05:00,TO VEHICLE,12,False,14,10725227,1320,41.886609082,PARKING LOT/GARAGE(NON.RESID.),"(41.886609082, -87.661221497)",-87.661221497,1,CRIMINAL DAMAGE,10-Feb-18 3:50:01 PM,27,1167263,1901987,2016
True,321,067XX S SOUTH CHICAGO AVE,HZ483903,42,2016-10-21 21:21:00,GUN OFFENDER: DUTY TO REGISTER,3,False,26,10725228,5110,41.772246715,STREET,"(41.772246715, -87.614455371)",-87.614455371,1,OTHER OFFENSE,10-Feb-18 3:50:01 PM,20,1180346,1860417,2016
False,1224,001XX N PEORIA ST,HZ483913,28,2016-10-21 10:00:00,FROM BUILDING,12,False,06,10725229,890,41.883552879,RESIDENCE,"(41.883552879, -87.649748252)",-87.649748252,1,THEFT,10-Feb-18 3:50:01 PM,27,1170396,1900898,2016
True,513,109XX S DOTY AVE W,HZ483883,50,2016-10-21 20:40:00,RETAIL THEFT,5,False,06,10725230,860,41.695982095,SMALL RETAIL STORE,"(41.695982095, -87.596653142)",-87.596653142,1,THEFT,10-Feb-18 3:50:01 PM,9,1185440,1832668,2016
False,532,0000X E 115TH ST,HZ483546,53,2016-10-21 15:50:00,CHILD ABDUCTION/STRANGER,5,False,20,10725231,1792,41.685335687,STREET,"(41.685335687, -87.621731559)",-87.621731559,1,KIDNAPPING,10-Feb-18 3:50:01 PM,9,1178623,1828731,2016
True,1223,020XX W MONROE ST,HZ483894,28,2016-10-21 21:10:00,POSS: CRACK,12,False,18,10725232,2027,41.880009456,STREET,"(41.880009456, -87.6769264)",-87.6769264,1,NARCOTICS,10-Feb-18 3:50:01 PM,2,1163005,1899549,2016
False,2413,062XX N MOZART ST,HZ483539,2,2016-10-20 16:00:00,CHILD ABUSE,24,True,20,10725234,1750,41.994777498,APARTMENT,"(41.994777498, -87.700756047)",-87.700756047,1,OFFENSE INVOLVING CHILDREN,10-Feb-18 3:50:01 PM,50,1156207,1941322,2016
False,421,078XX S SOUTH SHORE DR,HZ483950,43,2016-10-21 22:30:00,TO VEHICLE,4,False,26,10725235,1360,41.754823635,PARKING LOT/GARAGE(NON.RESID.),"(41.754823635, -87.551092573)",-87.551092573,1,CRIMINAL TRESPASS,10-Feb-18 3:50:01 PM,7,1197688,1854219,2016
False,2512,069XX W PALMER ST,HZ483822,25,2016-10-21 19:45:00,ARMED: HANDGUN,25,False,03,10725237,,41.919965438,VEHICLE-COMMERCIAL,"(41.919965438, -87.798594692)",-87.798594692,1,ROBBERY,10-Feb-18 3:50:01 PM,36,1129781,1913879,2016
False,621,004XX W 79TH ST,HZ483697,69,2016-10-21 18:39:00,DOMESTIC BATTERY SIMPLE,6,True,08B,10725238,486,41.750775808,GROCERY FOOD STORE,"(41.750775808, -87.63455036)",-87.63455036,1,BATTERY,10-Feb-18 3:50:01 PM,17,1174928,1852548,2016
False,624,079XX S DREXEL AVE,HZ483929,44,2016-10-21 20:00:00,HARASSMENT BY ELECTRONIC MEANS,6,True,26,10725239,2826,41.750632815,RESIDENCE,"(41.750632815, -87.602738674)",-87.602738674,1,OTHER OFFENSE,10-Feb-18 3:50:01 PM,8,1183609,1852568,2016
False,1912,046XX N DAMEN AVE,HZ483951,4,2016-10-21 21:00:00,ATTEMPT THEFT,19,False,06,10725240,850,41.966261985,GROCERY FOOD STORE,"(41.966261985, -87.67911573)",-87.67911573,1,THEFT,10-Feb-18 3:50:01 PM,47,1162169,1930975,2016
True,2234,008XX W 115TH ST,HZ483854,75,2016-10-21 19:22:00,POSS: CANNABIS MORE THAN 30GMS,22,False,18,10725241,1812,41.685072383,STREET,"(41.685072383, -87.64290222)",-87.64290222,1,NARCOTICS,10-Feb-18 3:50:01 PM,34,1172841,1828588,2016
False,922,029XX W 47TH ST,HZ483900,58,2016-10-21 21:20:00,$500 AND UNDER,9,False,06,10725242,820,41.808215906,STREET,"(41.808215906, -87.698248211)",-87.698248211,1,THEFT,10-Feb-18 3:50:01 PM,14,1157392,1873344,2016
True,1833,001XX E PEARSON ST,HZ483872,8,2016-10-21 20:20:00,STRONGARM - NO WEAPON,18,False,03,10725243,320,41.897548236,SIDEWALK,"(41.897548236, -87.625694563)",-87.625694563,1,ROBBERY,10-Feb-18 3:50:01 PM,42,1176904,1906051,2016
False,2525,023XX N SPRINGFIELD AVE,HZ483904,22,2016-10-21 21:30:00,TO PROPERTY,25,True,14,10725245,1310,41.923140886,APARTMENT,"(41.923140886, -87.724286851)",-87.724286851,1,CRIMINAL DAMAGE,10-Feb-18 3:50:01 PM,30,1149996,1915171,2016
False,1431,020XX N MILWAUKEE AVE,HZ483921,22,2016-10-21 17:45:00,DOMESTIC BATTERY SIMPLE,14,True,08B,10725246,486,41.91843436,STREET,"(41.91843436, -87.690035776)",-87.690035776,1,BATTERY,10-Feb-18 3:50:01 PM,1,1159330,1913524,2016
True,1011,013XX S SPRINGFIELD AVE,HZ483870,29,2016-10-21 20:30:00,ATTEMPT ARSON,10,False,09,10725249,1090,41.863900549,RESIDENCE,"(41.863900549, -87.72266505)",-87.72266505,1,ARSON,10-Feb-18 3:50:01 PM,24,1150591,1893587,2016
True,914,003XX W CERMAK RD,HZ483964,34,2016-10-21 23:00:00,TO LAND,9,False,26,10725251,1330,41.852882701,DRUG STORE,"(41.852882701, -87.635528609)",-87.635528609,1,CRIMINAL TRESPASS,10-Feb-18 3:50:01 PM,25,1174359,1889753,2016
False,1733,037XX N SAWYER AVE,HZ483939,16,2016-10-21 22:20:00,HARASSMENT BY ELECTRONIC MEANS,17,False,26,10725253,2826,41.949044404,APARTMENT,"(41.949044404, -87.709108228)",-87.709108228,1,OTHER OFFENSE,10-Feb-18 3:50:01 PM,33,1154058,1924640,2016
False,925,043XX S PRINCETON AVE,HZ483181,37,2016-10-21 08:00:00,ARMED: HANDGUN,9,False,03,10725254,,41.815773718,APARTMENT,"(41.815773718, -87.633554452)",-87.633554452,1,ROBBERY,10-Feb-18 3:50:01 PM,3,1175007,1876235,2016
False,1111,011XX N PULASKI RD,HZ483882,23,2016-10-21 21:24:00,ARMED:KNIFE/CUTTING INSTRUMENT,11,False,03,10725255,312,41.901823251,CONVENIENCE STORE,"(41.901823251, -87.726278394)",-87.726278394,1,ROBBERY,10-Feb-18 3:50:01 PM,27,1149509,1907399,2016
True,2412,064XX N LEAVITT ST,HZ483910,2,2016-10-21 18:30:00,THEFT/RECOVERY: AUTOMOBILE,24,False,07,10725258,930,41.998339537,STREET,"(41.998339537, -87.685030333)",-87.685030333,1,MOTOR VEHICLE THEFT,10-Feb-18 3:50:01 PM,50,1160472,1942652,2016
False,732,073XX S HALSTED ST,HZ483946,68,2016-10-21 22:45:00,DOMESTIC BATTERY SIMPLE,7,True,08B,10725259,486,41.760662032,APARTMENT,"(41.760662032, -87.644299022)",-87.644299022,1,BATTERY,10-Feb-18 3:50:01 PM,17,1172239,1856129,2016
False,113,003XX S STATE ST,HZ483908,32,2016-10-21 21:30:00,FROM BUILDING,1,False,06,10725260,890,41.877661886,RESTAURANT,"(41.877661886, -87.627665516)",-87.627665516,1,THEFT,10-Feb-18 3:50:01 PM,2,1176427,1898800,2016
False,421,028XX E 78TH ST,HZ483918,43,2016-10-21 22:00:00,SIMPLE,4,False,08A,10725261,560,41.753691235,SIDEWALK,"(41.753691235, -87.555280604)",-87.555280604,1,ASSAULT,10-Feb-18 3:50:01 PM,7,1196549,1853796,2016
False,421,028XX E 78TH ST,HZ483959,43,2016-10-21 21:30:00,ARMED: HANDGUN,4,False,03,10725262,,41.753681781,SIDEWALK,"(41.753681781, -87.555911075)",-87.555911075,1,ROBBERY,10-Feb-18 3:50:01 PM,7,1196377,1853791,2016
False,1433,012XX W DIVISION ST,HZ483974,24,2016-10-21 17:45:00,TO LAND,14,False,26,10725263,1330,41.903477711,OTHER,"(41.903477711, -87.659314425)",-87.659314425,1,CRIMINAL TRESPASS,10-Feb-18 3:50:01 PM,32,1167734,1908138,2016
True,422,080XX S KINGSTON AVE,HZ483895,46,2016-10-21 21:17:00,UNLAWFUL POSS OF HANDGUN,4,False,15,10725265,,41.749442694,APARTMENT,"(41.749442694, -87.562554883)",-87.562554883,1,WEAPONS VIOLATION,10-Feb-18 3:50:01 PM,7,1194578,1852230,2016
True,611,018XX W 79TH ST,HZ483960,71,2016-10-21 23:03:00,FALSE/STOLEN/ALTERED TRP,6,False,26,10725267,,41.750271365,STREET,"(41.750271365, -87.66981738)",-87.66981738,1,OTHER OFFENSE,10-Feb-18 3:50:01 PM,18,1165306,1852288,2016
False,235,057XX S MARYLAND AVE,HZ483989,41,2016-10-18 19:00:00,HARASSMENT BY TELEPHONE,2,True,26,10725269,2825,41.790894592,HOSPITAL BUILDING/GROUNDS,"(41.790894592, -87.604940233)",-87.604940233,1,OTHER OFFENSE,10-Feb-18 3:50:01 PM,5,1182884,1867234,2016
False,1523,002XX N LOREL AVE,HZ483942,25,2016-10-21 22:35:00,DOMESTIC BATTERY SIMPLE,15,True,08B,10725270,486,41.884866999,STREET,"(41.884866999, -87.75890268)",-87.75890268,1,BATTERY,10-Feb-18 3:50:01 PM,28,1140669,1901159,2016
False,1711,056XX N BERNARD ST,HZ483935,13,2016-10-21 22:10:00,ARMED: HANDGUN,17,False,03,10725271,,41.983796012,ALLEY,"(41.983796012, -87.715003175)",-87.715003175,1,ROBBERY,10-Feb-18 3:50:01 PM,39,1152363,1937292,2016
True,712,011XX W 63RD ST,HZ483936,68,2016-10-21 22:00:00,POSS: CANNABIS 30GMS OR LESS,7,False,18,10725273,1811,41.779618724,STREET,"(41.779618724, -87.653822953)",-87.653822953,1,NARCOTICS,10-Feb-18 3:50:01 PM,16,1169586,1863016,2016
False,113,003XX S STATE ST,HZ483790,32,2016-10-21 18:50:00,SIMPLE,1,False,08B,10725274,460,41.877788135,CTA STATION,"(41.877788135, -87.627667799)",-87.627667799,1,BATTERY,10-Feb-18 3:50:01 PM,2,1176426,1898846,2016
True,633,004XX E 89TH ST,HZ483889,44,2016-10-21 20:15:00,SIMPLE,6,True,08A,10725275,560,41.732867329,RESIDENCE,"(41.732867329, -87.613355891)",-87.613355891,1,ASSAULT,10-Feb-18 3:50:01 PM,6,1180766,1846070,2016
True,925,042XX S PRINCETON AVE,HZ483941,37,2016-10-21 22:30:00,SIMPLE,9,True,08A,10725276,560,41.81691816,APARTMENT,"(41.81691816, -87.633567673)",-87.633567673,1,ASSAULT,10-Feb-18 3:50:01 PM,3,1175000,1876652,2016
False,133,025XX S MICHIGAN AVE,HZ483862,33,2016-10-20 22:38:00,ATTEMPT THEFT,1,False,06,10725278,850,41.846801978,HOSPITAL BUILDING/GROUNDS,"(41.846801978, -87.623527134)",-87.623527134,1,THEFT,10-Feb-18 3:50:01 PM,2,1177647,1887564,2016
False,632,083XX S STATE ST,HZ483981,44,2016-10-21 23:33:00,ARMED: HANDGUN,6,False,03,10725279,,41.743199209,SIDEWALK,"(41.743199209, -87.624317581)",-87.624317581,1,ROBBERY,10-Feb-18 3:50:01 PM,21,1177743,1849810,2016
False,111,001XX N CLARK ST,HZ483772,32,2016-10-21 19:11:00,RETAIL THEFT,1,False,06,10725280,860,41.88531933,CONVENIENCE STORE,"(41.88531933, -87.630963524)",-87.630963524,1,THEFT,10-Feb-18 3:50:01 PM,42,1175506,1901583,2016
False,832,024XX W 70TH ST,HZ483994,66,2016-10-21 20:00:00,TELEPHONE THREAT,8,False,26,10725283,2820,41.766491193,RESIDENCE,"(41.766491193, -87.684891865)",-87.684891865,1,OTHER OFFENSE,10-Feb-18 3:50:01 PM,15,1161148,1858167,2016
False,1513,009XX S AUSTIN BLVD,HZ483866,25,2016-10-21 20:06:00,HARASSMENT BY ELECTRONIC MEANS,15,False,26,10725284,2826,41.869786389,NURSING HOME/RETIREMENT HOME,"(41.869786389, -87.774281815)",-87.774281815,1,OTHER OFFENSE,10-Feb-18 3:50:01 PM,29,1136517,1895636,2016
False,1511,009XX N CENTRAL AVE,HZ483874,25,2016-10-21 14:30:00,SIMPLE,15,False,08B,10725285,460,41.897819723,"SCHOOL, PUBLIC, BUILDING","(41.897819723, -87.765501067)",-87.765501067,1,BATTERY,10-Feb-18 3:50:01 PM,29,1138841,1905867,2016
False,612,076XX S MORGAN ST,HZ483966,71,2016-10-21 23:20:00,AGGRAVATED: HANDGUN,6,True,04A,10725286,,41.755426659,RESIDENCE,"(41.755426659, -87.649016868)",-87.649016868,1,ASSAULT,10-Feb-18 3:50:01 PM,17,1170967,1854211,2016
True,1513,009XX S AUSTIN BLVD,HZ483943,25,2016-10-21 21:33:00,BY FIRE,15,True,09,10725287,1020,41.869786389,PARKING LOT/GARAGE(NON.RESID.),"(41.869786389, -87.774281815)",-87.774281815,1,ARSON,10-Feb-18 3:50:01 PM,29,1136517,1895636,2016
True,423,093XX S ESCANABA AVE,HZ483923,48,2016-10-21 22:10:00,DOMESTIC BATTERY SIMPLE,4,True,08B,10725289,486,41.72572301,RESIDENCE,"(41.72572301, -87.553914721)",-87.553914721,1,BATTERY,10-Feb-18 3:50:01 PM,10,1197014,1843608,2016
True,513,109XX S DOTY AVE W,HZ483884,50,2016-10-21 20:30:00,$500 AND UNDER,5,False,06,10725290,820,41.695982095,SMALL RETAIL STORE,"(41.695982095, -87.596653142)",-87.596653142,1,THEFT,10-Feb-18 3:50:01 PM,9,1185440,1832668,2016
True,531,114XX S PRAIRIE AVE,HZ483820,49,2016-10-21 20:02:00,DOMESTIC BATTERY SIMPLE,5,False,08B,10725291,486,41.686578674,RESIDENCE,"(41.686578674, -87.616841331)",-87.616841331,1,BATTERY,10-Feb-18 3:50:01 PM,9,1179955,1829195,2016
False,531,112XX S DR MARTIN LUTHER KING JR DR,HZ483969,49,2016-10-21 14:30:00,FORCIBLE ENTRY,5,False,05,10725292,610,41.690330018,APARTMENT,"(41.690330018, -87.61330319)",-87.61330319,1,BURGLARY,10-Feb-18 3:50:01 PM,9,1180910,1830570,2016
False,524,117XX S PEORIA ST,HZ483976,53,2016-10-21 06:04:00,FORCIBLE ENTRY,5,False,05,10725293,610,41.680553458,APARTMENT,"(41.680553458, -87.64444044)",-87.64444044,1,BURGLARY,10-Feb-18 3:50:01 PM,34,1172434,1826938,2016
False,2212,106XX S VINCENNES AVE,HZ483984,72,2016-10-15 01:00:00,FORCIBLE ENTRY,22,False,05,10725295,610,41.700411872,APARTMENT,"(41.700411872, -87.658385232)",-87.658385232,1,BURGLARY,10-Feb-18 3:50:01 PM,19,1168568,1834144,2016
True,1522,052XX W ADAMS ST,HZ484013,25,2016-10-21 23:53:00,MANU/DEL:CANNABIS 10GM OR LESS,15,False,18,10725296,1821,41.878460552,STREET,"(41.878460552, -87.755893934)",-87.755893934,1,NARCOTICS,10-Feb-18 3:50:01 PM,29,1141504,1898830,2016
True,725,015XX W MARQUETTE RD,HZ483924,67,2016-10-21 20:33:00,RESIST/OBSTRUCT/DISARM OFFICER,7,False,24,10725297,3710,41.772219914,VEHICLE NON-COMMERCIAL,"(41.772219914, -87.662193381)",-87.662193381,1,INTERFERENCE WITH PUBLIC OFFICER,10-Feb-18 3:50:01 PM,17,1167324,1860302,2016
False,1624,050XX W PENSACOLA AVE,HZ483992,15,2016-10-21 22:30:00,AGG PO HANDS NO/MIN INJURY,16,False,08A,10725299,554,41.959745694,ALLEY,"(41.959745694, -87.752825967)",-87.752825967,1,ASSAULT,10-Feb-18 3:50:01 PM,45,1142139,1928456,2016
False,1133,038XX W CONGRESS PKWY,HZ483953,26,2016-10-21 22:00:00,ARMED: HANDGUN,11,False,03,10725301,,41.874441638,VEHICLE NON-COMMERCIAL,"(41.874441638, -87.720681099)",-87.720681099,1,ROBBERY,10-Feb-18 3:50:01 PM,24,1151104,1897432,2016
True,1834,003XX E OHIO ST,HZ483978,8,2016-10-21 22:51:00,TO LAND,18,False,26,10725302,1330,41.892605313,HOTEL/MOTEL,"(41.892605313, -87.619839586)",-87.619839586,1,CRIMINAL TRESPASS,10-Feb-18 3:50:01 PM,42,1178513,1904263,2016
False,2233,104XX S GREEN ST,HZ484015,73,2016-10-21 21:30:00,AUTOMOBILE,22,False,07,10725303,910,41.704165567,STREET,"(41.704165567, -87.643961404)",-87.643961404,1,MOTOR VEHICLE THEFT,10-Feb-18 3:50:01 PM,34,1172496,1835543,2016
False,414,079XX S RIDGELAND AVE,HZ483973,46,2016-10-21 23:30:00,VIOLATE ORDER OF PROTECTION,4,True,26,10725304,4387,41.750710892,RESIDENCE,"(41.750710892, -87.581658438)",-87.581658438,1,OTHER OFFENSE,10-Feb-18 3:50:01 PM,8,1189361,1852646,2016
True,1023,027XX W 19TH ST,HZ483985,29,2016-10-21 23:28:00,VIOLATE ORDER OF PROTECTION,10,True,26,10725305,4387,41.855614695,STREET,"(41.855614695, -87.694740165)",-87.694740165,1,OTHER OFFENSE,10-Feb-18 3:50:01 PM,28,1158220,1890623,2016
False,113,0000X E CONGRESS PKWY,HZ483948,32,2016-10-21 21:30:00,SIMPLE,1,False,08B,10725306,460,41.875697325,COMMERCIAL / BUSINESS OFFICE,"(41.875697325, -87.625487699)",-87.625487699,1,BATTERY,10-Feb-18 3:50:01 PM,2,1177026,1898089,2016
True,1034,025XX S CALIFORNIA AVE,HZ484008,30,2016-10-22 00:25:00,TO PROPERTY,10,False,14,10725307,1310,41.846127911,APARTMENT,"(41.846127911, -87.695256583)",-87.695256583,1,CRIMINAL DAMAGE,10-Feb-18 3:50:01 PM,12,1158105,1887165,2016
False,2523,040XX W OAKDALE AVE,HZ483999,21,2016-10-22 00:10:00,TO VEHICLE,25,False,14,10725309,1320,41.934512736,STREET,"(41.934512736, -87.728397817)",-87.728397817,1,CRIMINAL DAMAGE,10-Feb-18 3:50:01 PM,31,1148848,1919307,2016
False,2512,027XX N AUSTIN AVE,HZ483997,19,2016-10-22 00:10:00,TO VEHICLE,25,True,14,10725310,1320,41.929860332,ALLEY,"(41.929860332, -87.775922128)",-87.775922128,1,CRIMINAL DAMAGE,10-Feb-18 3:50:01 PM,29,1135928,1917524,2016
True,613,081XX S THROOP ST,HZ484001,71,2016-10-22 00:06:00,SIMPLE,6,False,08B,10725311,460,41.745865951,APARTMENT,"(41.745865951, -87.656040511)",-87.656040511,1,BATTERY,10-Feb-18 3:50:01 PM,21,1169078,1850712,2016
True,912,037XX S WOOD ST,HZ484033,59,2016-10-22 00:52:00,POSS: COCAINE,9,False,18,10725314,2022,41.82602194,ALLEY,"(41.82602194, -87.670286929)",-87.670286929,1,NARCOTICS,10-Feb-18 3:50:01 PM,11,1164965,1879890,2016
False,1911,043XX N LINCOLN AVE,HZ483949,5,2016-10-20 10:00:00,SIMPLE,19,False,08A,10725317,560,41.959800643,RESTAURANT,"(41.959800643, -87.682718777)",-87.682718777,1,ASSAULT,10-Feb-18 3:50:01 PM,47,1161207,1928613,2016
False,123,0000X E ROOSEVELT RD,HZ483909,32,2016-10-21 18:48:00,$500 AND UNDER,1,False,06,10725319,820,41.867414944,CTA PLATFORM,"(41.867414944, -87.627231186)",-87.627231186,1,THEFT,10-Feb-18 3:50:01 PM,2,1176576,1895067,2016
True,922,031XX W 47TH ST,HZ484056,58,2016-10-22 00:30:00,SOLICIT ON PUBLIC WAY,9,False,16,10725320,1506,41.80813563,STREET,"(41.80813563, -87.703105409)",-87.703105409,1,PROSTITUTION,10-Feb-18 3:50:01 PM,14,1156068,1873305,2016
False,2525,021XX N KEYSTONE AVE,HZ484027,20,2016-10-22 00:45:00,TELEPHONE THREAT,25,False,26,10725321,2820,41.919754201,RESIDENCE PORCH/HALLWAY,"(41.919754201, -87.727861147)",-87.727861147,1,OTHER OFFENSE,10-Feb-18 3:50:01 PM,30,1149032,1913930,2016
False,825,062XX S ARTESIAN AVE,HZ483962,66,2016-10-21 22:30:00,SIMPLE,8,False,08B,10725324,460,41.780294987,ALLEY,"(41.780294987, -87.684888472)",-87.684888472,1,BATTERY,10-Feb-18 3:50:01 PM,15,1161111,1863197,2016
True,1225,023XX W VAN BUREN ST,HZ484014,28,2016-10-21 23:00:00,DOMESTIC BATTERY SIMPLE,12,True,08B,10725325,486,41.876108306,OTHER,"(41.876108306, -87.684860827)",-87.684860827,1,BATTERY,10-Feb-18 3:50:01 PM,2,1160855,1898111,2016
True,922,024XX W 46TH ST,HZ484036,58,2016-10-22 01:03:00,DOMESTIC BATTERY SIMPLE,9,True,08B,10725326,486,41.810239989,APARTMENT,"(41.810239989, -87.685745675)",-87.685745675,1,BATTERY,10-Feb-18 3:50:01 PM,12,1160795,1874107,2016
False,1121,009XX N DRAKE AVE,HZ484037,23,2016-10-22 01:06:00,SIMPLE,11,False,08B,10725327,460,41.897935801,SIDEWALK,"(41.897935801, -87.71517465)",-87.71517465,1,BATTERY,10-Feb-18 3:50:01 PM,27,1152542,1906004,2016
